step:1, loss:9.776942253112793
step:107, loss:7.757065296173096
step:108, loss:7.747796058654785
step:109, loss:7.235280990600586
step:110, loss:6.920538425445557
step:111, loss:6.554774284362793
step:112, loss:6.2529683113098145
step:113, loss:5.782747745513916
step:114, loss:5.528216361999512
step:115, loss:5.117028713226318
step:116, loss:5.153017520904541
step:117, loss:8.204865455627441
step:118, loss:7.938071250915527
step:119, loss:7.619217395782471
step:120, loss:7.416982650756836
step:121, loss:7.274065017700195
step:122, loss:6.766294002532959
step:123, loss:6.4332780838012695
step:124, loss:6.14981746673584
step:125, loss:5.863102912902832
step:126, loss:5.532553672790527
step:127, loss:5.354248046875
step:128, loss:5.267261981964111
step:129, loss:6.036586284637451
step:130, loss:5.870777606964111
step:131, loss:5.608382701873779
step:132, loss:5.294963836669922
step:133, loss:5.038923740386963
step:134, loss:4.743992328643799
step:135, loss:4.413186550140381
step:136, loss:4.038880825042725
step:137, loss:3.745049476623535
step:138, loss:3.4121005535125732
step:139, loss:2.8868541717529297
step:140, loss:3.609116792678833
step:141, loss:5.951152324676514
step:142, loss:6.006720542907715
step:143, loss:5.803576469421387
step:144, loss:5.360940933227539
step:145, loss:5.055403232574463
step:146, loss:4.694518566131592
step:147, loss:4.472835063934326
step:148, loss:4.250263690948486
step:149, loss:4.02883768081665
step:150, loss:3.691171169281006
step:151, loss:3.5044922828674316
step:152, loss:5.187040328979492
step:153, loss:6.941021919250488
step:154, loss:6.699700832366943
step:155, loss:6.513883590698242
step:156, loss:6.231678485870361
step:157, loss:5.963187217712402
step:158, loss:5.7162394523620605
step:159, loss:5.40424919128418
step:160, loss:5.119111061096191
step:161, loss:4.72120475769043
step:162, loss:4.4311347007751465
step:163, loss:4.072059154510498
step:164, loss:6.018661022186279
step:165, loss:7.715147495269775
step:166, loss:7.380569934844971
step:167, loss:7.041360378265381
step:168, loss:6.812870025634766
step:169, loss:6.491074085235596
step:170, loss:6.215461254119873
step:171, loss:5.949692249298096
step:172, loss:5.707632064819336
step:173, loss:5.338657379150391
step:174, loss:5.035263538360596
step:175, loss:4.7166900634765625
step:176, loss:8.574603080749512
step:177, loss:9.587197303771973
step:178, loss:8.727995872497559
step:179, loss:8.301547050476074
step:180, loss:8.044072151184082
step:181, loss:7.615172863006592
step:182, loss:7.282620906829834
step:183, loss:6.985964298248291
step:184, loss:6.67500114440918
step:185, loss:6.359591007232666
step:186, loss:6.056384086608887
step:187, loss:5.754378795623779
step:188, loss:8.510586738586426
step:189, loss:9.35976791381836
step:190, loss:9.154498100280762
step:191, loss:8.904017448425293
step:192, loss:8.635698318481445
step:193, loss:8.416385650634766
step:194, loss:8.071743965148926
step:195, loss:7.775571346282959
step:196, loss:7.4391398429870605
step:197, loss:7.074962615966797
step:198, loss:6.741742134094238
step:199, loss:7.408486366271973
step:200, loss:7.485558032989502
step:201, loss:7.210800647735596
step:202, loss:6.906572341918945
step:203, loss:6.613724231719971
step:204, loss:6.317249774932861
step:205, loss:6.004183292388916
step:206, loss:5.537912368774414
step:207, loss:5.089022159576416
step:208, loss:4.5261993408203125
step:209, loss:3.897449254989624
step:210, loss:7.128657817840576
step:211, loss:10.248526573181152
step:212, loss:9.773048400878906
step:213, loss:9.251612663269043
step:214, loss:8.78939437866211
step:215, loss:8.36990737915039
step:216, loss:7.9397406578063965
step:217, loss:7.588860034942627
step:218, loss:7.230698108673096
step:219, loss:6.282833099365234
step:220, loss:5.15945291519165
step:221, loss:5.092721462249756
step:222, loss:4.7330427169799805
step:223, loss:4.478557109832764
step:224, loss:3.8592352867126465
step:225, loss:3.4766290187835693
step:226, loss:2.8772470951080322
step:227, loss:2.703594446182251
step:228, loss:2.6427907943725586
step:229, loss:2.803194522857666
step:230, loss:2.754667282104492
step:231, loss:2.822688102722168
step:232, loss:2.4171128273010254
step:233, loss:2.621105909347534
step:234, loss:2.7403857707977295
step:235, loss:2.9195384979248047
step:236, loss:2.693521738052368
step:237, loss:2.615872859954834
step:238, loss:2.576857566833496
step:239, loss:2.549600124359131
step:240, loss:2.68391489982605
step:241, loss:2.7363064289093018
step:242, loss:2.431353807449341
step:243, loss:2.6006243228912354
step:244, loss:2.6738367080688477
step:245, loss:2.8487741947174072
step:246, loss:2.2660775184631348
step:247, loss:2.1556737422943115
step:248, loss:2.412628173828125
step:249, loss:2.1419413089752197
step:250, loss:2.022033929824829
step:251, loss:1.7231053113937378
step:252, loss:2.2908599376678467
step:253, loss:1.827662706375122
step:254, loss:2.1841728687286377
step:255, loss:1.9663145542144775
step:256, loss:2.2223715782165527
step:257, loss:1.8101837635040283
step:258, loss:1.8115463256835938
step:259, loss:2.091667413711548
step:260, loss:2.1408352851867676
step:261, loss:1.569486141204834
step:262, loss:1.6954257488250732
step:263, loss:1.3732857704162598
step:264, loss:1.6323614120483398
step:265, loss:1.5693033933639526
step:266, loss:1.8381544351577759
step:267, loss:2.0068490505218506
step:268, loss:1.4751592874526978
step:269, loss:1.7866421937942505
step:270, loss:1.7149564027786255
step:271, loss:1.8199777603149414
step:272, loss:1.1306227445602417
step:273, loss:1.9048058986663818
step:274, loss:1.3636561632156372
step:275, loss:1.3234803676605225
step:276, loss:1.504889726638794
step:277, loss:1.45823073387146
step:278, loss:1.3584784269332886
step:279, loss:1.4039703607559204
step:280, loss:1.4084631204605103
step:281, loss:1.1227866411209106
step:282, loss:1.3678005933761597
step:283, loss:1.2853130102157593
step:284, loss:1.1097089052200317
step:285, loss:1.4711430072784424
step:286, loss:1.3746434450149536
step:287, loss:1.1269291639328003
step:288, loss:1.2953261137008667
step:289, loss:1.4055266380310059
step:290, loss:1.3890736103057861
step:291, loss:1.2728198766708374
step:292, loss:1.3762925863265991
step:293, loss:1.1982578039169312
step:294, loss:1.5477104187011719
step:295, loss:1.139585256576538
step:296, loss:1.2643439769744873
step:297, loss:1.0605268478393555
step:298, loss:1.2395622730255127
step:299, loss:0.9257656931877136
step:300, loss:0.9888758659362793
step:301, loss:1.2643349170684814
step:302, loss:1.4027349948883057
step:303, loss:1.1258418560028076
step:304, loss:1.1604604721069336
step:305, loss:0.8544963002204895
step:306, loss:1.1173259019851685
step:307, loss:1.126325249671936
step:308, loss:1.1889266967773438
step:309, loss:1.051814079284668
step:310, loss:0.8522146344184875
step:311, loss:1.1411975622177124
step:312, loss:0.9616161584854126
step:313, loss:0.875138521194458
step:314, loss:0.9913540482521057
step:315, loss:0.7235099077224731
step:316, loss:1.0774248838424683
step:317, loss:0.7854170799255371
step:318, loss:0.7682351469993591
step:319, loss:0.8348055481910706
step:320, loss:1.0012977123260498
step:321, loss:0.8686210513114929
step:322, loss:0.9658187031745911
step:323, loss:0.8331453204154968
step:324, loss:0.7581411600112915
step:325, loss:0.8444273471832275
step:326, loss:0.9611532092094421
step:327, loss:1.0276436805725098
step:328, loss:0.948577880859375
step:329, loss:0.6152815222740173
step:330, loss:1.0228253602981567
step:331, loss:0.7361493110656738
step:332, loss:0.6679897308349609
step:333, loss:0.8032641410827637
step:334, loss:0.6635813117027283
step:335, loss:0.6390989422798157
step:336, loss:0.6923182010650635
step:337, loss:0.6494013071060181
step:338, loss:0.6983364820480347
step:339, loss:0.6958564519882202
step:340, loss:0.6523334980010986
step:341, loss:0.9026579856872559
step:342, loss:0.8061766624450684
step:343, loss:0.504132091999054
step:344, loss:0.42668312788009644
step:345, loss:0.7094481587409973
step:346, loss:0.42366981506347656
step:347, loss:0.4157218635082245
step:348, loss:0.672406792640686
step:349, loss:0.715404212474823
step:350, loss:1.1126919984817505
step:351, loss:0.5478721857070923
step:352, loss:0.562516987323761
step:353, loss:0.5461333394050598
step:354, loss:1.10862135887146
step:355, loss:0.5908745527267456
step:356, loss:0.521430253982544
step:357, loss:0.6721446514129639
step:358, loss:0.7203128933906555
step:359, loss:0.767014741897583
step:360, loss:0.7691061496734619
step:361, loss:0.5541665554046631
step:362, loss:0.6913974285125732
step:363, loss:0.3546024262905121
step:364, loss:0.7799659967422485
step:365, loss:0.5002686381340027
step:366, loss:0.613202691078186
step:367, loss:0.6744886040687561
step:368, loss:0.48050862550735474
step:369, loss:0.587413489818573
step:370, loss:0.3208827078342438
step:371, loss:0.6279011964797974
step:372, loss:0.4477991461753845
step:373, loss:0.6991018652915955
step:374, loss:0.7678196430206299
step:375, loss:0.2767993211746216
step:376, loss:0.5632901191711426
step:377, loss:0.5858884453773499
step:378, loss:0.5479967594146729
step:379, loss:0.6818844676017761
step:380, loss:0.7744889855384827
step:381, loss:0.7918557524681091
step:382, loss:0.4551464021205902
step:383, loss:0.5827664732933044
step:384, loss:0.8877291679382324
step:385, loss:0.46134889125823975
step:386, loss:0.5903535485267639
step:387, loss:0.6862130761146545
step:388, loss:0.5959247350692749
step:389, loss:0.44451725482940674
step:390, loss:0.7076767086982727
step:391, loss:0.7301051616668701
step:392, loss:0.691436231136322
step:393, loss:0.4240334630012512
step:394, loss:0.7977545261383057
step:395, loss:0.585452675819397
step:396, loss:0.5309568643569946
step:397, loss:0.43458783626556396
step:398, loss:0.3212975263595581
step:399, loss:0.38145676255226135
step:400, loss:0.5046603083610535
step:401, loss:0.7004672884941101
step:402, loss:0.28373509645462036
step:403, loss:0.640717625617981
step:404, loss:0.2331279218196869
step:405, loss:0.5903518199920654
step:406, loss:0.5955069661140442
step:407, loss:0.5640895366668701
step:408, loss:0.3718798756599426
step:409, loss:0.7574190497398376
step:410, loss:0.7594612240791321
step:411, loss:0.4029383957386017
step:412, loss:0.525545060634613
step:413, loss:0.41112303733825684
step:414, loss:0.35718458890914917
step:415, loss:0.31496667861938477
step:416, loss:0.3646649122238159
step:417, loss:0.36730286478996277
step:418, loss:0.9106807708740234
step:419, loss:0.5301372408866882
step:420, loss:0.5895528197288513
step:421, loss:0.45290541648864746
step:422, loss:0.28976356983184814
step:423, loss:0.357938677072525
step:424, loss:0.3754826486110687
step:425, loss:0.24081742763519287
step:426, loss:0.2574978172779083
step:427, loss:0.30821603536605835
step:428, loss:0.4928072988986969
step:429, loss:0.271401971578598
step:430, loss:0.34531569480895996
step:431, loss:0.38745802640914917
step:432, loss:0.17609035968780518
step:433, loss:0.24830546975135803
step:434, loss:0.34653550386428833
step:435, loss:0.480917364358902
step:436, loss:0.5672352910041809
step:437, loss:0.3577026128768921
step:438, loss:0.5216403007507324
step:439, loss:1.046168327331543
step:440, loss:0.45842602849006653
step:441, loss:0.26020899415016174
step:442, loss:0.5730484127998352
step:443, loss:0.3360297679901123
step:444, loss:0.43597155809402466
step:445, loss:0.48114341497421265
step:446, loss:0.3331129848957062
step:447, loss:0.46678534150123596
step:448, loss:0.6224158406257629
step:449, loss:0.4526756703853607
step:450, loss:0.7313227653503418
step:451, loss:0.46601980924606323
step:452, loss:0.15687018632888794
step:453, loss:0.14609070122241974
step:454, loss:0.1431577056646347
step:455, loss:0.4314037263393402
step:456, loss:0.2345375120639801
step:457, loss:0.24225853383541107
step:458, loss:0.27403751015663147
step:459, loss:0.21902893483638763
step:460, loss:0.14965201914310455
step:461, loss:0.1549772173166275
step:462, loss:0.16654956340789795
step:463, loss:0.23452159762382507
step:464, loss:0.1171034425497055
step:465, loss:0.28325027227401733
step:466, loss:0.08749525994062424
step:467, loss:0.07736411690711975
step:468, loss:0.33497780561447144
step:469, loss:0.2103630006313324
step:470, loss:0.18323837220668793
step:471, loss:0.10551326721906662
step:472, loss:0.2019745260477066
step:473, loss:0.22971971333026886
step:474, loss:0.21883337199687958
step:475, loss:0.10184904932975769
step:476, loss:0.12710395455360413
step:477, loss:0.08478947728872299
step:478, loss:0.46453770995140076
step:479, loss:0.18796104192733765
step:480, loss:0.39250704646110535
step:481, loss:0.20740070939064026
step:482, loss:0.2789606750011444
step:483, loss:0.3810615837574005
step:484, loss:0.16619384288787842
step:485, loss:0.23258040845394135
step:486, loss:0.15833978354930878
step:487, loss:0.14312858879566193
step:488, loss:0.05738459527492523
step:489, loss:0.32073867321014404
step:490, loss:0.20570136606693268
step:491, loss:0.10162388533353806
step:492, loss:0.1103508397936821
step:493, loss:0.18158265948295593
step:494, loss:0.19125136733055115
step:495, loss:0.22564733028411865
step:496, loss:0.22137166559696198
step:497, loss:0.20227693021297455
step:498, loss:0.1494402289390564
step:499, loss:0.23420743644237518
step:500, loss:0.20015794038772583
step:501, loss:0.16011562943458557
step:502, loss:0.19119639694690704
step:503, loss:0.24010306596755981
step:504, loss:0.14002816379070282
step:505, loss:0.11703524738550186
step:506, loss:0.1554548144340515
step:507, loss:0.18222877383232117
step:508, loss:0.07921627908945084
step:509, loss:0.11134921759366989
step:510, loss:0.12570315599441528
step:511, loss:0.13703487813472748
step:512, loss:0.057446833699941635
step:513, loss:0.19732563197612762
step:514, loss:0.11590303480625153
step:515, loss:0.317017525434494
step:516, loss:0.26000556349754333
step:517, loss:0.16892938315868378
step:518, loss:0.2521449327468872
step:519, loss:0.16812622547149658
step:520, loss:0.23446206748485565
step:521, loss:0.03419668972492218
step:522, loss:0.1295483261346817
step:523, loss:0.18895027041435242
step:524, loss:0.3837631940841675
step:525, loss:0.12183001637458801
step:526, loss:0.40487217903137207
step:527, loss:0.17887386679649353
step:528, loss:0.13401105999946594
step:529, loss:0.2694883644580841
step:530, loss:0.12935227155685425
step:531, loss:0.1858624964952469
step:532, loss:0.08927617967128754
step:533, loss:0.1733044683933258
step:534, loss:0.22881118953227997
step:535, loss:0.160331591963768
step:536, loss:0.20495977997779846
step:537, loss:0.2009730488061905
step:538, loss:0.1771237552165985
step:539, loss:0.19971716403961182
step:540, loss:0.15479297935962677
step:541, loss:0.11758174747228622
step:542, loss:0.1660992056131363
step:543, loss:0.2673703730106354
step:544, loss:0.10530248284339905
step:545, loss:0.04845435917377472
step:546, loss:0.3410710096359253
step:547, loss:0.058619480580091476
step:548, loss:0.10007146000862122
step:549, loss:0.07480517774820328
step:550, loss:0.08758112043142319
step:551, loss:0.4496304392814636
step:552, loss:0.17713779211044312
step:553, loss:0.30840376019477844
step:554, loss:0.16137485206127167
step:555, loss:0.05217629298567772
step:556, loss:0.32186073064804077
step:557, loss:0.11450725793838501
step:558, loss:0.16967594623565674
step:559, loss:0.07451170682907104
step:560, loss:0.09644189476966858
step:561, loss:0.23361119627952576
step:562, loss:0.06301972270011902
step:563, loss:0.3439432382583618
step:564, loss:0.2703644633293152
step:565, loss:0.26956161856651306
step:566, loss:0.05846504867076874
step:567, loss:0.4279138445854187
step:568, loss:0.18882323801517487
step:569, loss:0.07437170296907425
step:570, loss:0.12149704992771149
step:571, loss:0.13876165449619293
step:572, loss:0.12436767667531967
step:573, loss:0.2039799839258194
step:574, loss:0.28211238980293274
step:575, loss:0.20795086026191711
step:576, loss:0.4770103693008423
step:577, loss:0.046668149530887604
step:578, loss:0.06978733837604523
step:579, loss:0.1880190521478653
step:580, loss:0.12125937640666962
step:581, loss:0.10167928785085678
step:582, loss:0.3981385827064514
step:583, loss:0.34996306896209717
step:584, loss:0.11149709671735764
step:585, loss:0.09740043431520462
step:586, loss:0.3797062039375305
step:587, loss:0.12094786018133163
step:588, loss:0.11788534373044968
step:589, loss:0.22100265324115753
step:590, loss:0.12713740766048431
step:591, loss:0.08710731565952301
step:592, loss:0.04651660844683647
step:593, loss:0.21844959259033203
step:594, loss:0.36982253193855286
step:595, loss:0.06612272560596466
step:596, loss:0.24464689195156097
step:597, loss:0.16803142428398132
step:598, loss:0.256096214056015
step:599, loss:0.16054943203926086
step:600, loss:0.19105510413646698
step:601, loss:0.13154751062393188
step:602, loss:0.041610222309827805
step:603, loss:0.022632557898759842
step:604, loss:0.024365384131669998
step:605, loss:0.09043101221323013
step:606, loss:0.3035423755645752
step:607, loss:0.2762834429740906
step:608, loss:0.26642411947250366
step:609, loss:0.39350104331970215
step:610, loss:0.3349166810512543
step:611, loss:0.12376641482114792
step:612, loss:0.08549617975950241
step:613, loss:0.18466243147850037
step:614, loss:0.1438070386648178
step:615, loss:0.10795441269874573
step:616, loss:0.14597271382808685
step:617, loss:0.2072235345840454
step:618, loss:0.16130875051021576
step:619, loss:0.09887136518955231
step:620, loss:0.12288907170295715
step:621, loss:0.14789637923240662
step:622, loss:0.16330939531326294
step:623, loss:0.3692484200000763
step:624, loss:0.15112346410751343
step:625, loss:0.04360282048583031
step:626, loss:0.12556511163711548
step:627, loss:0.05983556807041168
step:628, loss:0.10606687515974045
step:629, loss:0.0465204231441021
step:630, loss:0.2778750956058502
step:631, loss:0.31648340821266174
step:632, loss:0.22117368876934052
step:633, loss:0.1379622519016266
step:634, loss:0.23003734648227692
step:635, loss:0.16517378389835358
step:636, loss:0.26461905241012573
step:637, loss:0.2180877923965454
step:638, loss:0.07612556219100952
step:639, loss:0.2237730771303177
step:640, loss:0.11357669532299042
step:641, loss:0.25060832500457764
step:642, loss:0.21508091688156128
step:643, loss:0.08813503384590149
step:644, loss:0.19941402971744537
step:645, loss:0.06050635501742363
step:646, loss:0.15061965584754944
step:647, loss:0.285255491733551
step:648, loss:0.2047034204006195
step:649, loss:0.2002992182970047
step:650, loss:0.17853233218193054
step:651, loss:0.23347586393356323
step:652, loss:0.11119097471237183
step:653, loss:0.031950388103723526
step:654, loss:0.13678044080734253
step:655, loss:0.12476873397827148
step:656, loss:0.09222609549760818
step:657, loss:0.022441186010837555
step:658, loss:0.25602683424949646
step:659, loss:0.05199489742517471
step:660, loss:0.01633290760219097
step:661, loss:0.11366894841194153
step:662, loss:0.043237462639808655
step:663, loss:0.020406022667884827
step:664, loss:0.22551684081554413
step:665, loss:0.02348821423947811
step:666, loss:0.1214531883597374
step:667, loss:0.2487115114927292
step:668, loss:0.15502062439918518
step:669, loss:0.24042755365371704
step:670, loss:0.12751264870166779
step:671, loss:0.6125831007957458
step:672, loss:0.06686775386333466
step:673, loss:0.11917557567358017
step:674, loss:0.20388805866241455
step:675, loss:0.23771151900291443
step:676, loss:0.39286813139915466
step:677, loss:0.22331489622592926
step:678, loss:0.02649194374680519
step:679, loss:0.03661808371543884
step:680, loss:0.04166921228170395
step:681, loss:0.016234366223216057
step:682, loss:0.016480114310979843
step:683, loss:0.04606153815984726
step:684, loss:0.05203935131430626
step:685, loss:0.041601743549108505
step:686, loss:0.005292766727507114
step:687, loss:0.01310477964580059
step:688, loss:0.05804804340004921
step:689, loss:0.01345328614115715
step:690, loss:0.020361192524433136
step:691, loss:0.07125601917505264
step:692, loss:0.1724521964788437
step:693, loss:0.07676006108522415
step:694, loss:0.039537444710731506
step:695, loss:0.01754542626440525
step:696, loss:0.002677500480785966
step:697, loss:0.014246216043829918
step:698, loss:0.02983507700264454
step:699, loss:0.02507902681827545
step:700, loss:0.11954408884048462
step:701, loss:0.019466210156679153
step:702, loss:0.007058760151267052
step:703, loss:0.06122048199176788
step:704, loss:0.021262340247631073
step:705, loss:0.18450532853603363
step:706, loss:0.11015172302722931
step:707, loss:0.009528844617307186
step:708, loss:0.06722703576087952
step:709, loss:0.01995314471423626
step:710, loss:0.007835229858756065
step:711, loss:0.01306607574224472
step:712, loss:0.11513052135705948
step:713, loss:0.07209397107362747
step:714, loss:0.0030802562832832336
step:715, loss:0.1243215873837471
step:716, loss:0.00457958597689867
step:717, loss:0.019790302962064743
step:718, loss:0.03285812586545944
step:719, loss:0.02829800546169281
step:720, loss:0.004354444332420826
step:721, loss:0.011413775384426117
step:722, loss:0.005787466652691364
step:723, loss:0.007071647793054581
step:724, loss:0.04864932969212532
step:725, loss:0.012360619381070137
step:726, loss:0.008234331384301186
step:727, loss:0.03917290270328522
step:728, loss:0.08507712185382843
step:729, loss:0.006113920360803604
step:730, loss:0.05261525139212608
step:731, loss:0.010056819766759872
step:732, loss:0.010808777995407581
step:733, loss:0.03689636290073395
step:734, loss:0.007152606267482042
step:735, loss:0.005827413871884346
step:736, loss:0.03326329216361046
step:737, loss:0.015540079213678837
step:738, loss:0.056187018752098083
step:739, loss:0.02573481947183609
step:740, loss:0.026665054261684418
step:741, loss:0.01522553525865078
step:742, loss:0.023806257173419
step:743, loss:0.10029083490371704
step:744, loss:0.06962708383798599
step:745, loss:0.022891050204634666
step:746, loss:0.02105221524834633
step:747, loss:0.003663382725790143
step:748, loss:0.003779349382966757
step:749, loss:0.0018915231339633465
step:750, loss:0.08382859081029892
step:751, loss:0.0279961246997118
step:752, loss:0.033463235944509506
step:753, loss:0.023251544684171677
step:754, loss:0.07865269482135773
step:755, loss:0.01785358227789402
step:756, loss:0.01412724144756794
step:757, loss:0.04600119590759277
step:758, loss:0.05237157642841339
step:759, loss:0.048469919711351395
step:760, loss:0.020837290212512016
step:761, loss:0.03379548713564873
step:762, loss:0.008995979093015194
step:763, loss:0.002841124776750803
step:764, loss:0.025013597682118416
step:765, loss:0.010304838418960571
step:766, loss:0.001986375078558922
step:767, loss:0.04198982194066048
step:768, loss:0.01017927285283804
step:769, loss:0.0015807067975401878
step:770, loss:0.014437131583690643
step:771, loss:0.039027415215969086
step:772, loss:0.03707670047879219
step:773, loss:0.02578132413327694
step:774, loss:0.009898287244141102
step:775, loss:0.005189999472349882
step:776, loss:0.01754612848162651
step:777, loss:0.03026573918759823
step:778, loss:0.1941320300102234
step:779, loss:0.0014651918318122625
step:780, loss:0.013911664485931396
step:781, loss:0.17864811420440674
step:782, loss:0.010675343684852123
step:783, loss:0.026856718584895134
step:784, loss:0.04345418140292168
step:785, loss:0.04827119782567024
step:786, loss:0.024166204035282135
step:787, loss:0.08511870354413986
step:788, loss:0.03839698061347008
step:789, loss:0.00600077211856842
step:790, loss:0.008488534949719906
step:791, loss:0.0037803861778229475
step:792, loss:0.009109504520893097
step:793, loss:0.10018108040094376
step:794, loss:0.007165250368416309
step:795, loss:0.0721086636185646
step:796, loss:0.03293988108634949
step:797, loss:0.025181643664836884
step:798, loss:0.04466918855905533
step:799, loss:0.04517776519060135
step:800, loss:0.020023860037326813
step:801, loss:0.006242451723664999
step:802, loss:0.0024441909044981003
step:803, loss:0.025560598820447922
step:804, loss:0.0441952645778656
step:805, loss:0.010713838040828705
step:806, loss:0.1696978211402893
step:807, loss:0.016900239512324333
step:808, loss:0.09220795333385468
step:809, loss:0.14936664700508118
step:810, loss:0.0020753354765474796
step:811, loss:0.0025200035888701677
step:812, loss:0.008056985214352608
step:813, loss:0.0742790549993515
step:814, loss:0.012682724744081497
step:815, loss:0.020293287932872772
step:816, loss:0.01688825525343418
step:817, loss:0.04921971261501312
step:818, loss:0.021672479808330536
step:819, loss:0.049521636217832565
step:820, loss:0.027760105207562447
step:821, loss:0.060165341943502426
step:822, loss:0.0036861205007880926
step:823, loss:0.04872623085975647
step:824, loss:0.002475447254255414
step:825, loss:0.03787274658679962
step:826, loss:0.03562808409333229
step:827, loss:0.022927455604076385
step:828, loss:0.002820143476128578
step:829, loss:0.023445677012205124
step:830, loss:0.07274773716926575
step:831, loss:0.12702351808547974
step:832, loss:0.01505745854228735
step:833, loss:0.01544640026986599
step:834, loss:0.021036582067608833
step:835, loss:0.13960257172584534
step:836, loss:0.024994749575853348
step:837, loss:0.029448755085468292
step:838, loss:0.012333954684436321
step:839, loss:0.033623334020376205
step:840, loss:0.22808274626731873
step:841, loss:0.036258526146411896
step:842, loss:0.0700988620519638
step:843, loss:0.048071619123220444
step:844, loss:0.0021466463804244995
step:845, loss:0.009844194166362286
step:846, loss:0.04302634671330452
step:847, loss:0.002046778565272689
step:848, loss:0.053209371864795685
step:849, loss:0.004575088154524565
step:850, loss:0.017187584191560745
step:851, loss:0.03983653709292412
step:852, loss:0.0016189924208447337
step:853, loss:0.010932138189673424
step:854, loss:0.0026674969121813774
step:855, loss:0.010777638293802738
step:856, loss:0.01305434387177229
step:857, loss:0.008504364639520645
step:858, loss:0.008497286587953568
step:859, loss:0.03556130826473236
step:860, loss:0.015756787732243538
step:861, loss:0.01330090407282114
step:862, loss:0.03225826844573021
step:863, loss:0.0016750347567722201
step:864, loss:0.0908208116889
step:865, loss:0.021710261702537537
step:866, loss:0.0032998044043779373
step:867, loss:0.008334876969456673
step:868, loss:0.008994399569928646
step:869, loss:0.0037332314532250166
step:870, loss:0.003299194620922208
step:871, loss:0.013935067690908909
step:872, loss:0.0213287565857172
step:873, loss:0.001354124047793448
step:874, loss:0.0024509793147444725
step:875, loss:0.031156020238995552
step:876, loss:0.4781756103038788
step:877, loss:0.002650744281709194
step:878, loss:0.058443259447813034
step:879, loss:0.10332188010215759
step:880, loss:0.006344495341181755
step:881, loss:0.02648279257118702
step:882, loss:0.00789548922330141
step:883, loss:0.00735381618142128
step:884, loss:0.11498056352138519
step:885, loss:0.011618557386100292
step:886, loss:0.010845193639397621
step:887, loss:0.014174409210681915
step:888, loss:0.010037831962108612
